route,sample_id,label,true_network,network_beam,network_top1_hit,network_top3_hit,pred_top1,pred_top2,pred_top3,true_rank,hit1,hit3,true_resolution_group,pred_group_top1,pred_group_top2,pred_group_top3,group_true_rank,group_hit1,group_hit3,pred_top1_resolution_tier,pred_top1_resolution_reasons,pred_top1_group_members,truth_resolution_tier,truth_group_members,n_candidate_regions,n_candidate_groups,monkey_id,route_family
top3_network_beam_local_region_candidates,19R652,F2,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,F2,F1,44,1,1,1,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs + 9d,F7,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3 | F5 | F6,low_resolution,F1 | F2 | F3 | F5 | F6,29,11,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R653,F4,Frontal (agranular frontal motor areas),Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Cingulate gyrus,1,1,44,8Bd,F3,11,0,0,F4,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs + 9d,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6,F7,4,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,44 | 45 | 8A | 8Bd | 8Bs | 9d,low_resolution,F4,29,11,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R654,3a/b,"Parietal, and Parieto-occipital region",Operculum/Insula | Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC),0,0,PrCO,Ig,G,111,0,0,outside_network_beam,PrCO,Operculum/Insula::G + Iapl + Id + Ig + SII,Cingulate gyrus::23b + 23c + 24b' + 24c + 24c',111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,PrCO,outside_network_beam,,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R655,1-2,"Parietal, and Parieto-occipital region",Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,0,0,12o,10m,PrCO,111,0,0,outside_network_beam,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13b + 13l + 13m,PrCO,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 14r,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 11l | 11m | 12m | 12o | 13b | 13l | 13m,outside_network_beam,,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R656,STG,Temporal,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),0,1,RT,TEav,RTM,8,0,0,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,RT,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,Temporal::RM + RTM,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,RT,low_resolution,STG | TEad | TEav | TEm | TEpd | TEpv | TFO,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R657,pu,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,pu,Cd,NAcc,1,1,1,Subcortical::Cd + pu,Subcortical::Cd + pu,NAcc,Cla,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,Cd | pu,low_resolution,Cd | pu,21,12,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R658,Cd,Subcortical,Subcortical | Hippocampal formation | Operculum/Insula,1,1,NAcc,Cd,pu,2,0,1,Subcortical::Cd + pu,NAcc,Subcortical::Cd + pu,Cla,2,0,1,low_resolution,training_n<8,NAcc,low_resolution,Cd | pu,21,12,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R659,SII,Operculum/Insula,Operculum/Insula | Temporal | Orbitomedial Prefrontal Cortex (OMPFC),1,1,AL,R,STG,12,0,0,Operculum/Insula::G + Ig + SII,Temporal::AL + RTL,R,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,5,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,AL | RTL,low_resolution,G | Ig | SII,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R660,RM,Temporal,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",0,1,AL,1-2,IPa,33,0,0,Temporal::RM + RTM,Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::IPa + PGa + RTL + STG + TAa + TEad + TEm + TEpd,9,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | TPO | Tpt,low_resolution,RM | RTM,49,17,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R661,R,Temporal,"Temporal | Parietal, and Parieto-occipital region | Operculum/Insula",1,1,AL,TEm,SII,5,0,0,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,Operculum/Insula::G + Iapl + Id + Ig + PrCO + SII,Temporal::A1 + CL + CM + IPa + ML + PGa + Tpt,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,AL | R | RTL | STG | TEad | TEav | TEm | TEpd,low_resolution,AL | R | RTL | STG | TEad | TEav | TEm | TEpd,47,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R662,TEav,Temporal,"Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region",0,0,F1,F2,5,111,0,0,outside_network_beam,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6 + F7,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP",Lateral Prefrontal Cortex::44 + 45 + 46d + 46v + 8A + 8Bd + 8Bs + 9d,111,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,F1 | F2 | F3 | F5 | F6 | F7,outside_network_beam,,30,9,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R663,5,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas)",1,1,LIPv,3a/b,VIP,4,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP",3a/b,Frontal (agranular frontal motor areas)::F1 + F2 + F3 + F5 + F6 + F7,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7m | 7op | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7m | 7op | LIPv | VIP,30,9,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R664,7b,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Operculum/Insula",1,1,1-2,7b,Tpt,2,0,1,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd",Temporal::A1 + CL + CM + IPa + ML + PGa + Tpt,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd,47,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R665,7op,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",1,1,7b,1-2,Tpt,6,0,0,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,Lateral Prefrontal Cortex::12l + 12r + 44 + 45 + 8A + 8Bd + 8Bs + 9m,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,49,17,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R666,A1,Temporal,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",0,1,ML,7op,Tpt,28,0,0,Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::IPa + PGa + RTL + STG + TAa + TEad + TEm + TEpd,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | TPO | Tpt,low_resolution,A1 | AL | CL | CM | ML | TPO | Tpt,49,17,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R667,ML,Temporal,"Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Temporal",0,1,7b,ML,7op,2,0,1,Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,Temporal::IPa + PGa + RTL + STG + TAa + TEad + TEm + TEpd,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,A1 | AL | CL | CM | ML | TPO | Tpt,49,17,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R668,STG,Temporal,"Temporal | Operculum/Insula | Parietal, and Parieto-occipital region",1,1,TEpv,AL,TFO,7,0,0,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,TEpv,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,TFO,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEpv,low_resolution,AL | R | RTL | STG | TEad | TEav | TEm | TEpd,47,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R669,TEpd,Temporal,"Temporal | Parietal, and Parieto-occipital region | Operculum/Insula",1,1,TEm,TEpv,TEpd,3,0,1,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,Temporal::AL + R + RTL + STG + TEad + TEav + TEm + TEpd,TEpv,TAa,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,AL | R | RTL | STG | TEad | TEav | TEm | TEpd,low_resolution,AL | R | RTL | STG | TEad | TEav | TEm | TEpd,47,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R670,TEpv,Temporal,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,TEpv,TEad,TEav,1,1,1,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,Temporal::AL + RTL,TAa,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,STG | TEad | TEav | TEm | TEpd | TEpv | TFO,low_resolution,STG | TEad | TEav | TEm | TEpd | TEpv | TFO,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R671,VIP,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Lateral Prefrontal Cortex | Frontal (agranular frontal motor areas)",1,1,LIPv,VIP,5,2,0,1,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP",3a/b,LIPd,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7m | 7op | LIPv | VIP,low_resolution,1-2 | 5 | 7a | 7b | 7m | 7op | LIPv | VIP,30,9,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R672,Tpt,Temporal,"Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",0,1,1-2,ML,Tpt,3,0,1,Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,Temporal::IPa + PGa + RTL + STG + TAa + TEad + TEm + TEpd,2,0,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,A1 | AL | CL | CM | ML | TPO | Tpt,49,17,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R673,TEO,Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",1,1,TEpd,Tpt,TPO,20,0,0,TEO,Temporal::PGa + TAa + TEa + TEad + TEm + TEpd + TEpv,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",6,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,PGa | TAa | TEa | TEad | TEm | TEpd | TEpv,low_resolution,TEO,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R674,V4,Occipital/Temporal,"Temporal | Parietal, and Parieto-occipital region | Occipital/Temporal",0,1,TEpd,Tpt,7b,18,0,0,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,Temporal::PGa + TAa + TEa + TEad + TEm + TEpd + TEpv,Temporal::A1 + CL + CM + IPa + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",4,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,PGa | TAa | TEa | TEad | TEm | TEpd | TEpv,low_resolution,V1 | V2 | V3v | V4 | V4v,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R675,TPO,Temporal,"Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",0,1,ML,7op,IPa,7,0,0,Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::IPa + PGa + RTL + STG + TAa + TEad + TEm + TEpd,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,A1 | AL | CL | CM | ML | TPO | Tpt,low_resolution,A1 | AL | CL | CM | ML | TPO | Tpt,49,17,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R676,TFO,Temporal,Temporal | Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC),1,1,TEav,STG,G,34,0,0,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,Temporal::STG + TEad + TEav + TEm + TEpd + TEpv + TFO,Operculum/Insula::G + Ig + SII,Temporal::RM + RTM,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,STG | TEad | TEav | TEm | TEpd | TEpv | TFO,low_resolution,STG | TEad | TEav | TEm | TEpd | TEpv | TFO,50,19,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R677,7m,"Parietal, and Parieto-occipital region","Parietal, and Parieto-occipital region | Temporal | Lateral Prefrontal Cortex",1,1,7b,Tpt,1-2,23,0,0,"Parietal, and Parieto-occipital region::3a/b + 7m","Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd + LIPv + VIP",Temporal::A1 + AL + CL + CM + ML + TPO + Tpt,Lateral Prefrontal Cortex::12l + 12r + 44 + 45 + 8A + 8Bd + 8Bs + 9m,8,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,1-2 | 5 | 7a | 7b | 7op | LIPd | LIPv | VIP,low_resolution,3a/b | 7m,49,17,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R678,V3v,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,TEO,V4,V3v,3,0,1,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,TEO,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,7m,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEO,low_resolution,V1 | V2 | V3v | V4 | V4v,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R679,V4v,Occipital/Temporal,"Temporal | Parietal, and Parieto-occipital region | Operculum/Insula",0,0,TFO,1-2,TEpv,111,0,0,outside_network_beam,TFO,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7op + LIPd",TEpv,111,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TFO,outside_network_beam,,47,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R680,V3d,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,TEO,FST,V4,16,0,0,Occipital/Temporal::FST + MST + V3d,TEO,Occipital/Temporal::FST + MST + V3d,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95,TEO,low_resolution,FST | MST | V3d,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R722,V1,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V2,V4,TEO,6,0,0,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,TEO,7m,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3v | V4 | V4v,low_resolution,V1 | V2 | V3v | V4 | V4v,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R723,V2,Occipital/Temporal,"Occipital/Temporal | Parietal, and Parieto-occipital region | Temporal",1,1,V2,V1,V4,1,1,1,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,Occipital/Temporal::V1 + V2 + V3v + V4 + V4v,7m,TEO,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,V1 | V2 | V3v | V4 | V4v,low_resolution,V1 | V2 | V3v | V4 | V4v,45,16,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R724,10m,Orbitomedial Prefrontal Cortex (OMPFC),Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Cingulate gyrus,0,1,10m,12m,14r,1,1,1,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13b + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13b + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 14r,24b,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 11l | 11m | 12m | 12o | 13b | 13l | 13m,low_resolution,10m | 11l | 11m | 12m | 12o | 13b | 13l | 13m,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R725,46d,Lateral Prefrontal Cortex,"Lateral Prefrontal Cortex | Parietal, and Parieto-occipital region | Frontal (agranular frontal motor areas)",1,1,12r,46d,46v,2,0,1,Lateral Prefrontal Cortex::44 + 45 + 46d + 46v + 8A + 8Bd + 8Bs + 9d,Lateral Prefrontal Cortex::12l + 12r + 9m,Lateral Prefrontal Cortex::44 + 45 + 46d + 46v + 8A + 8Bd + 8Bs + 9d,"Parietal, and Parieto-occipital region::1-2 + 5 + 7a + 7b + 7m + 7op + LIPv + VIP",2,0,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,12l | 12r | 9m,low_resolution,44 | 45 | 46d | 46v | 8A | 8Bd | 8Bs | 9d,30,9,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R726,46v,Lateral Prefrontal Cortex,Lateral Prefrontal Cortex | Cingulate gyrus | Frontal (agranular frontal motor areas),1,1,12r,46d,46v,3,0,1,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9m,Lateral Prefrontal Cortex::44 + 45 + 8A + 8Bd + 8Bs + 9d,8Bm,1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v | 9m,low_resolution,10o | 12l | 12r | 46d | 46v | 9m,29,11,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R727,12r,Lateral Prefrontal Cortex,Operculum/Insula | Orbitomedial Prefrontal Cortex (OMPFC) | Lateral Prefrontal Cortex,0,1,10o,12l,12m,4,0,0,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9m,Orbitomedial Prefrontal Cortex (OMPFC)::11l + 12m + 12o + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11m + 13b + 14c + 14r + 32,1,1,1,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v | 9m,low_resolution,10o | 12l | 12r | 46d | 46v | 9m,37,10,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R728,11l,Orbitomedial Prefrontal Cortex (OMPFC),Lateral Prefrontal Cortex | Cingulate gyrus | Orbitomedial Prefrontal Cortex (OMPFC),0,1,46v,12r,46d,18,0,0,11l,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9d + 9m,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11m + 12m + 12o + 13b + 13l + 13m,8Bm,5,0,0,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v | 9d | 9m,low_resolution,11l,35,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R729,10o,Lateral Prefrontal Cortex,Orbitomedial Prefrontal Cortex (OMPFC) | Operculum/Insula | Cingulate gyrus,0,0,10m,11m,14r,111,0,0,outside_network_beam,Orbitomedial Prefrontal Cortex (OMPFC)::10m + 11l + 11m + 12m + 12o + 13b + 13l + 13m,Orbitomedial Prefrontal Cortex (OMPFC)::13a + 14c + 14r,PrCO,111,0,0,low_resolution,nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10m | 11l | 11m | 12m | 12o | 13b | 13l | 13m,outside_network_beam,,33,13,34,hybrid_projected_network_logcpm_exact
top3_network_beam_local_region_candidates,19R730,9m,Lateral Prefrontal Cortex,Cingulate gyrus | Frontal (agranular frontal motor areas) | Lateral Prefrontal Cortex,0,1,12l,9m,8Bm,2,0,1,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9m,Lateral Prefrontal Cortex::10o + 12l + 12r + 46d + 46v + 9m,8Bm,Cingulate gyrus::23b + 23c + 24b' + 24c + 24c',1,1,1,low_resolution,training_n<8;nearest_centroid_corr>=0.95;fold_local_merged_confusion_group,10o | 12l | 12r | 46d | 46v | 9m,low_resolution,10o | 12l | 12r | 46d | 46v | 9m,29,11,34,hybrid_projected_network_logcpm_exact
