"gene_id","highest_network","pseudobulk_log2_effect_vs_other_network_mean","gene_symbol","gene_type"
"ENSMFAG00000037835","Subcortical",2.75964197744901,"TEX33","protein_coding"
"ENSMFAG00000044262","Subcortical",1.02173433797953,"CSF2RB","protein_coding"
"ENSMFAG00000003343","Subcortical",1.11087556752902,"NCF4","protein_coding"
"ENSMFAG00000043667","Occipital/Temporal",1.53742001206486,"PVALB","protein_coding"
"ENSMFAG00000045204","Hippocampal formation",0.623257455934464,"IFT27","protein_coding"
"ENSMFAG00000034357","Occipital/Temporal",0.317419349065169,"CACNG2","protein_coding"
"ENSMFAG00000027743","Parietal, and Parieto-occipital region",0.430853316585688,"ENSMFAG00000027743","protein_coding"
"ENSMFAG00000000481","Hippocampal formation",0.214532963402778,"EIF3D","protein_coding"
"ENSMFAG00000046365","Hippocampal formation",0.694714134781956,"FOXRED2","protein_coding"
"ENSMFAG00000034407","Hippocampal formation",0.387214059949736,"TXN2","protein_coding"
"ENSMFAG00000035156","Hippocampal formation",0.463871250489486,"MYH9","protein_coding"
"ENSMFAG00000010954","Parietal, and Parieto-occipital region",0.952281500516908,"ENSMFAG00000010954","miRNA"
"ENSMFAG00000036332","Orbitomedial Prefrontal Cortex (OMPFC)",1.05005334174253,"APOL1","protein_coding"
"ENSMFAG00000046031","Subcortical",0.529441111229531,"ENSMFAG00000046031","protein_coding"
"ENSMFAG00000000916","Occipital/Temporal",0.291149875354197,"APOL2","protein_coding"
"ENSMFAG00000031976","Subcortical",0.498530198845974,"APOL4","protein_coding"
"ENSMFAG00000031994","Occipital/Temporal",0.213220320920307,"RBFOX2","protein_coding"
"ENSMFAG00000001670","Lateral Prefrontal Cortex",0.207918286788001,"ENSMFAG00000001670","protein_coding"
"ENSMFAG00000001370","Occipital/Temporal",0.602805661841167,"APOL5","protein_coding"
"ENSMFAG00000020774","Occipital/Temporal",0.278657080297759,"ENSMFAG00000020774","protein_coding"
"ENSMFAG00000002363","Subcortical",1.13791003029211,"APOL6","protein_coding"
"ENSMFAG00000042315","Orbitomedial Prefrontal Cortex (OMPFC)",0.463121111773152,"MB","protein_coding"
"ENSMFAG00000031010","Subcortical",2.60051746085774,"RASD2","protein_coding"
"ENSMFAG00000037992","Subcortical",0.883596351089551,"MCM5","protein_coding"
"ENSMFAG00000042891","Subcortical",1.14005919016437,"HMOX1","protein_coding"
"ENSMFAG00000002824","Temporal",0.139639569027796,"TOM1","protein_coding"
"ENSMFAG00000045206","Occipital/Temporal",0.173459763154469,"HMGXB4","protein_coding"
"ENSMFAG00000046722","Lateral Prefrontal Cortex",1.33054569038486,"ENSMFAG00000046722","lincRNA"
"ENSMFAG00000043989","Hippocampal formation",0.508219726394096,"LARGE1","protein_coding"
"ENSMFAG00000009310","Orbitomedial Prefrontal Cortex (OMPFC)",0.437693221191123,"ENSMFAG00000009310","miRNA"
"ENSMFAG00000032224","Occipital/Temporal",0.621994836316158,"SYN3","protein_coding"
"ENSMFAG00000030203","Subcortical",0.720192651001335,"TIMP3","protein_coding"
"ENSMFAG00000021887","Parietal, and Parieto-occipital region",0.503583526012716,"RF00001","rRNA"
"ENSMFAG00000037085","Hippocampal formation",0.36212696551638,"FBXO7","protein_coding"
"ENSMFAG00000025303","Subcortical",0.446165108321158,"BPIFC","protein_coding"
"ENSMFAG00000034419","Frontal (agranular frontal motor areas)",0.170143864974083,"RTCB","protein_coding"
"ENSMFAG00000034150","Parietal, and Parieto-occipital region",1.01603673774335,"SLC5A4","protein_coding"
"ENSMFAG00000030297","Operculum/Insula",0.590495514056947,"ENSMFAG00000030297","protein_coding"
"ENSMFAG00000042201","Hippocampal formation",1.1132629419121,"SLC5A1","protein_coding"
"ENSMFAG00000044945","Hippocampal formation",0.877322774270052,"YWHAH","protein_coding"
"ENSMFAG00000031441","Subcortical",0.187804683702351,"ENSMFAG00000031441","protein_coding"
"ENSMFAG00000014561","Frontal (agranular frontal motor areas)",0.782978636175083,"RF00026","snRNA"
"ENSMFAG00000009483","Occipital/Temporal",0.573991667407113,"RF00017","misc_RNA"
"ENSMFAG00000042505","Hippocampal formation",0.0951857440505623,"PRR14L","protein_coding"
"ENSMFAG00000001274","Temporal",0.177315247505568,"PISD","protein_coding"
"ENSMFAG00000011785","Temporal",0.944622166139333,"ENSMFAG00000011785","miRNA"
"ENSMFAG00000039398","Occipital/Temporal",0.41301310425373,"SFI1","protein_coding"
"ENSMFAG00000037813","Frontal (agranular frontal motor areas)",0.0667452159441044,"EIF4ENIF1","protein_coding"
"ENSMFAG00000038637","Lateral Prefrontal Cortex",0.182656305300334,"ENSMFAG00000038637","protein_coding"
"ENSMFAG00000034106","Hippocampal formation",0.457830988275498,"ENSMFAG00000034106","protein_coding"
"ENSMFAG00000040968","Subcortical",0.442129441263862,"PATZ1","protein_coding"
"ENSMFAG00000038939","Hippocampal formation",1.51419498475624,"RF00001","rRNA"
"ENSMFAG00000036079","Temporal",0.128777595061463,"PIK3IP1","protein_coding"
"ENSMFAG00000042552","Subcortical",0.443339443744193,"LIMK2","protein_coding"
"ENSMFAG00000035490","Cingulate gyrus",0.0478691881009894,"RNF185","protein_coding"
"ENSMFAG00000030936","Subcortical",1.02532270218947,"PLA2G3","protein_coding"
"ENSMFAG00000032773","Frontal (agranular frontal motor areas)",0.275365857937661,"INPP5J","protein_coding"
"ENSMFAG00000038047","Hippocampal formation",0.746735481170594,"SELENOM","protein_coding"
"ENSMFAG00000040512","Subcortical",0.615379567088613,"SMTN","protein_coding"
"ENSMFAG00000016582","Occipital/Temporal",0.218077298789442,"RF01892","misc_RNA"
"ENSMFAG00000029812","Occipital/Temporal",0.197211769358463,"RF01891","misc_RNA"
"ENSMFAG00000030277","Cingulate gyrus",0.108448546562515,"ENSMFAG00000030277","protein_coding"
"ENSMFAG00000022648","Orbitomedial Prefrontal Cortex (OMPFC)",0.252305139870946,"RF01883","misc_RNA"
"ENSMFAG00000005942","Occipital/Temporal",0.325246593114247,"RF01882","misc_RNA"
"ENSMFAG00000043532","Subcortical",0.197160848240731,"MORC2","protein_coding"
"ENSMFAG00000030652","Parietal, and Parieto-occipital region",1.08399173465503,"ENSMFAG00000030652","protein_coding"
"ENSMFAG00000044544","Subcortical",0.567836305629021,"OSBP2","protein_coding"
"ENSMFAG00000020811","Subcortical",0.627663477339115,"MIR3200","miRNA"
"ENSMFAG00000041168","Hippocampal formation",0.731298227430933,"ENSMFAG00000041168","pseudogene"
"ENSMFAG00000033210","Hippocampal formation",0.365844281036379,"SLC35E4","protein_coding"
"ENSMFAG00000046209","Hippocampal formation",0.395654697314107,"TCN2","protein_coding"
"ENSMFAG00000044708","Hippocampal formation",0.383113818143784,"PES1","protein_coding"
"ENSMFAG00000030355","Subcortical",1.62737799766073,"GAL3ST1","protein_coding"
"ENSMFAG00000036440","Occipital/Temporal",1.10640612969856,"SEC14L4","protein_coding"
"ENSMFAG00000043655","Operculum/Insula",0.958420651960816,"SEC14L3","protein_coding"
"ENSMFAG00000033640","Subcortical",0.266866061653223,"MTFP1","protein_coding"
"ENSMFAG00000034428","Lateral Prefrontal Cortex",0.155351852966827,"SEC14L2","protein_coding"
"ENSMFAG00000004727","Occipital/Temporal",0.618944588839792,"RF00026","snRNA"
"ENSMFAG00000036853","Hippocampal formation",0.637209260245987,"RNF215","protein_coding"
"ENSMFAG00000002009","Occipital/Temporal",0.18263520895926,"CCDC157","protein_coding"
"ENSMFAG00000025904","Operculum/Insula",0.582975805291907,"ENSMFAG00000025904","pseudogene"
"ENSMFAG00000031979","Hippocampal formation",0.27268177982385,"SF3A1","protein_coding"
"ENSMFAG00000036982","Hippocampal formation",0.441452990254954,"TBC1D10A","protein_coding"
"ENSMFAG00000002380","Subcortical",0.275747715931676,"CASTOR1","protein_coding"
"ENSMFAG00000044743","Occipital/Temporal",0.412473473190346,"OSM","protein_coding"
"ENSMFAG00000004963","Subcortical",1.63518601910085,"LIF","protein_coding"
"ENSMFAG00000041766","Subcortical",0.808598345555291,"HORMAD2","protein_coding"
"ENSMFAG00000003908","Hippocampal formation",0.317238712615268,"MTMR3","protein_coding"
"ENSMFAG00000033790","Orbitomedial Prefrontal Cortex (OMPFC)",0.668950406778902,"ENSMFAG00000033790","miRNA"
"ENSMFAG00000043235","Hippocampal formation",0.5382531643008,"ASCC2","protein_coding"
"ENSMFAG00000040309","Hippocampal formation",0.430810470337393,"ZMAT5","protein_coding"
"ENSMFAG00000045093","Hippocampal formation",3.40964894219062,"CABP7","protein_coding"
"ENSMFAG00000003803","Hippocampal formation",0.257647760032613,"NF2","protein_coding"
"ENSMFAG00000002343","Occipital/Temporal",0.41592196227585,"ENSMFAG00000002343","protein_coding"
"ENSMFAG00000041707","Hippocampal formation",0.43743870002117,"NIPSNAP1","protein_coding"
"ENSMFAG00000001276","Hippocampal formation",0.216122339933428,"THOC5","protein_coding"
"ENSMFAG00000043930","Frontal (agranular frontal motor areas)",1.34993140672528,"NEFH","protein_coding"
"ENSMFAG00000008058","Occipital/Temporal",0.565646019811032,"ENSMFAG00000008058","miRNA"
"ENSMFAG00000039315","Cingulate gyrus",1.27726918251803,"ENSMFAG00000039315","protein_coding"
"ENSMFAG00000016428","Hippocampal formation",0.450630590929558,"ENSMFAG00000016428","protein_coding"
"ENSMFAG00000022347","Occipital/Temporal",0.695823861080555,"ENSMFAG00000022347","miRNA"
"ENSMFAG00000039960","Subcortical",0.373986482229805,"AP1B1","protein_coding"
"ENSMFAG00000006881","Operculum/Insula",0.6087498788714,"ENSMFAG00000006881","miRNA"
"ENSMFAG00000036387","Hippocampal formation",0.382272680730871,"RASL10A","protein_coding"
"ENSMFAG00000038791","Hippocampal formation",0.332818010893766,"GAS2L1","protein_coding"
"ENSMFAG00000038861","Subcortical",0.151025503847981,"EWSR1","protein_coding"
"ENSMFAG00000043705","Subcortical",0.316449300222821,"RHBDD3","protein_coding"
"ENSMFAG00000028913","Frontal (agranular frontal motor areas)",0.293843590086738,"EMID1","protein_coding"
"ENSMFAG00000035109","Subcortical",0.651357106502873,"KREMEN1","protein_coding"
"ENSMFAG00000004834","Temporal",0.530363947561977,"RF00026","snRNA"
"ENSMFAG00000042862","Parietal, and Parieto-occipital region",0.66173176589465,"C22orf31","protein_coding"
"ENSMFAG00000041282","Temporal",0.10515749277387,"ZNRF3","protein_coding"
"ENSMFAG00000000846","Subcortical",1.02837121603578,"ENSMFAG00000000846","protein_coding"
"ENSMFAG00000040723","Hippocampal formation",1.81847963816757,"ENSMFAG00000040723","protein_coding"
"ENSMFAG00000035326","Lateral Prefrontal Cortex",0.179887579930252,"ENSMFAG00000035326","protein_coding"
"ENSMFAG00000037497","Lateral Prefrontal Cortex",0.115187299942983,"CCDC117","protein_coding"
"ENSMFAG00000035436","Occipital/Temporal",0.186579951664143,"HSCB","protein_coding"
"ENSMFAG00000035925","Subcortical",0.59278367599886,"CHEK2","protein_coding"
"ENSMFAG00000003842","Orbitomedial Prefrontal Cortex (OMPFC)",0.0817540858227783,"TTC28","protein_coding"
"ENSMFAG00000008891","Occipital/Temporal",0.597311894663918,"RF00017","misc_RNA"
"ENSMFAG00000013569","Cingulate gyrus",0.219532571555563,"RF00017","misc_RNA"
"ENSMFAG00000008160","Occipital/Temporal",0.56136695739426,"RF02201","misc_RNA"
"ENSMFAG00000023734","Occipital/Temporal",0.281636077564321,"RF02200","misc_RNA"
"ENSMFAG00000010645","Occipital/Temporal",0.478984214600165,"RF02199","misc_RNA"
"ENSMFAG00000015435","Lateral Prefrontal Cortex",0.214714439523788,"RF02198","misc_RNA"
"ENSMFAG00000001730","Lateral Prefrontal Cortex",0.270375992982686,"PITPNB","protein_coding"
"ENSMFAG00000032164","Subcortical",1.93515289675703,"MN1","protein_coding"
"ENSMFAG00000033502","Occipital/Temporal",0.753724347361668,"RF01877","misc_RNA"
"ENSMFAG00000007891","Occipital/Temporal",0.777578403578712,"RF01876","misc_RNA"
"ENSMFAG00000009921","Occipital/Temporal",0.729772882740439,"RF01875","misc_RNA"
"ENSMFAG00000016132","Frontal (agranular frontal motor areas)",1.09105248299767,"ENSMFAG00000016132","protein_coding"
"ENSMFAG00000030411","Occipital/Temporal",0.718257049027976,"ENSMFAG00000030411","protein_coding"
"ENSMFAG00000010284","Occipital/Temporal",0.715850136700455,"RF01874","misc_RNA"
"ENSMFAG00000039512","Frontal (agranular frontal motor areas)",0.295736138663792,"CRYBA4","protein_coding"
"ENSMFAG00000042821","Lateral Prefrontal Cortex",1.05741408196571,"CRYBB1","protein_coding"
"ENSMFAG00000000373","Operculum/Insula",0.238581030252909,"TPST2","protein_coding"
"ENSMFAG00000021643","Cingulate gyrus",0.847937649099447,"ENSMFAG00000021643","miRNA"
"ENSMFAG00000043406","Temporal",0.103624465549048,"TFIP11","protein_coding"
"ENSMFAG00000035520","Lateral Prefrontal Cortex",0.122038316447629,"SRRD","protein_coding"
"ENSMFAG00000000717","Operculum/Insula",0.100830311471643,"HPS4","protein_coding"
"ENSMFAG00000034309","Subcortical",0.665771146193283,"ASPHD2","protein_coding"
"ENSMFAG00000017020","Occipital/Temporal",1.46250308755686,"RF00001","rRNA"
"ENSMFAG00000035056","Hippocampal formation",1.03255540866789,"SEZ6L","protein_coding"
"ENSMFAG00000002334","Subcortical",1.35633393345719,"MYO18B","protein_coding"
"ENSMFAG00000042105","Hippocampal formation",0.505099747176143,"GRK3","protein_coding"
"ENSMFAG00000032716","Hippocampal formation",0.493733727852829,"ENSMFAG00000032716","protein_coding"
"ENSMFAG00000003570","Subcortical",1.55429350390053,"PIWIL3","protein_coding"
"ENSMFAG00000020092","Cingulate gyrus",0.244285792827592,"SGSM1","protein_coding"
"ENSMFAG00000044139","Occipital/Temporal",0.241151177700313,"KIAA1671","protein_coding"
"ENSMFAG00000037000","Occipital/Temporal",0.435316488045346,"CRYBB3","protein_coding"
"ENSMFAG00000032777","Occipital/Temporal",0.49232182578761,"CRYBB2","protein_coding"
"ENSMFAG00000032632","Subcortical",1.11352446960534,"ENSMFAG00000032632","protein_coding"
"ENSMFAG00000030401","Hippocampal formation",0.778264962849733,"ENSMFAG00000030401","IG_C_gene"
"ENSMFAG00000032005","Frontal (agranular frontal motor areas)",0.426245984451779,"ENSMFAG00000032005","protein_coding"
"ENSMFAG00000042890","Parietal, and Parieto-occipital region",0.666120748551248,"ENSMFAG00000042890","protein_coding"
"ENSMFAG00000047029","Parietal, and Parieto-occipital region",1.00407043891195,"ENSMFAG00000047029","lincRNA"
"ENSMFAG00000041322","Hippocampal formation",0.884705087823099,"ENSMFAG00000041322","protein_coding"
"ENSMFAG00000030664","Lateral Prefrontal Cortex",0.232869999192335,"ENSMFAG00000030664","IG_C_gene"
"ENSMFAG00000046450","Orbitomedial Prefrontal Cortex (OMPFC)",0.329374305090409,"ENSMFAG00000046450","lincRNA"
"ENSMFAG00000040700","Parietal, and Parieto-occipital region",0.807811282210904,"ENSMFAG00000040700","protein_coding"
"ENSMFAG00000043950","Hippocampal formation",0.425993532088154,"ENSMFAG00000043950","protein_coding"
"ENSMFAG00000001878","Hippocampal formation",0.612464284407106,"ENSMFAG00000001878","protein_coding"
"ENSMFAG00000030527","Subcortical",0.563361187885059,"ENSMFAG00000030527","protein_coding"
"ENSMFAG00000029063","Subcortical",0.839161983652184,"ENSMFAG00000029063","protein_coding"
"ENSMFAG00000033628","Lateral Prefrontal Cortex",0.126281679534841,"SNRPD3","protein_coding"
"ENSMFAG00000037291","Hippocampal formation",0.510870281508563,"LRRC75B","protein_coding"
"ENSMFAG00000034092","Hippocampal formation",0.222757605614875,"GUCD1","protein_coding"
"ENSMFAG00000045510","Subcortical",2.55229082131539,"UPB1","protein_coding"
"ENSMFAG00000031796","Subcortical",4.64954680079321,"ADORA2A","protein_coding"
"ENSMFAG00000031971","Occipital/Temporal",0.191193300839501,"ENSMFAG00000031971","protein_coding"
"ENSMFAG00000013705","Occipital/Temporal",0.717271045989645,"ENSMFAG00000013705","protein_coding"
"ENSMFAG00000003707","Occipital/Temporal",0.6696586643785,"ENSMFAG00000003707","protein_coding"
"ENSMFAG00000046578","Hippocampal formation",0.297163689415615,"ENSMFAG00000046578","lincRNA"
"ENSMFAG00000000938","Lateral Prefrontal Cortex",0.706491959100748,"ENSMFAG00000000938","protein_coding"
"ENSMFAG00000042614","Occipital/Temporal",1.03346027423966,"ENSMFAG00000042614","protein_coding"
"ENSMFAG00000003497","Occipital/Temporal",2.18143843031525,"ENSMFAG00000003497","protein_coding"
"ENSMFAG00000044501","Subcortical",0.893354482151798,"BCR","protein_coding"
"ENSMFAG00000015927","Lateral Prefrontal Cortex",0.947618291770136,"ENSMFAG00000015927","protein_coding"
"ENSMFAG00000037209","Subcortical",0.727298883557339,"RF00026","snRNA"
"ENSMFAG00000003128","Hippocampal formation",0.469617477517037,"RAB36","protein_coding"
"ENSMFAG00000044101","Hippocampal formation",0.266718654778454,"RSPH14","protein_coding"
"ENSMFAG00000012950","Hippocampal formation",0.379562936990649,"RF00017","misc_RNA"
"ENSMFAG00000045950","Hippocampal formation",0.387774092966433,"GNAZ","protein_coding"
"ENSMFAG00000016709","Lateral Prefrontal Cortex",0.515420920940874,"ENSMFAG00000016709","IG_C_gene"
"ENSMFAG00000016727","Occipital/Temporal",0.925029141703653,"ENSMFAG00000016727","IG_C_gene"
"ENSMFAG00000017011","Occipital/Temporal",0.834340159542658,"ENSMFAG00000017011","IG_C_gene"
"ENSMFAG00000017427","Hippocampal formation",0.850780741315028,"ENSMFAG00000017427","IG_C_gene"
"ENSMFAG00000025337","Occipital/Temporal",2.48006421482578,"ENSMFAG00000025337","protein_coding"
"ENSMFAG00000002175","Occipital/Temporal",1.8926350228614,"ENSMFAG00000002175","protein_coding"
"ENSMFAG00000002634","Parietal, and Parieto-occipital region",0.505068083388773,"ENSMFAG00000002634","protein_coding"
"ENSMFAG00000039261","Lateral Prefrontal Cortex",1.28624298972284,"ENSMFAG00000039261","protein_coding"
"ENSMFAG00000035573","Parietal, and Parieto-occipital region",0.634934401582914,"ENSMFAG00000035573","protein_coding"
"ENSMFAG00000028443","Parietal, and Parieto-occipital region",0.502807652593819,"IGLV5-45","protein_coding"
"ENSMFAG00000039170","Parietal, and Parieto-occipital region",0.647468582530319,"ENSMFAG00000039170","protein_coding"
"ENSMFAG00000035787","Temporal",0.738824735737081,"ENSMFAG00000035787","IG_V_gene"
"ENSMFAG00000003563","Lateral Prefrontal Cortex",0.527089843246197,"ENSMFAG00000003563","protein_coding"
"ENSMFAG00000046598","Hippocampal formation",0.229733960669259,"ENSMFAG00000046598","lincRNA"
"ENSMFAG00000002172","Orbitomedial Prefrontal Cortex (OMPFC)",0.583469615342606,"ENSMFAG00000002172","protein_coding"
"ENSMFAG00000024909","Parietal, and Parieto-occipital region",1.03800683204645,"ENSMFAG00000024909","IG_V_gene"
"ENSMFAG00000026321","Lateral Prefrontal Cortex",0.730197228450677,"ENSMFAG00000026321","IG_V_gene"
"ENSMFAG00000026332","Hippocampal formation",0.675301712613904,"IGLV11-55","IG_V_gene"
"ENSMFAG00000007795","Lateral Prefrontal Cortex",0.386100792574502,"ENSMFAG00000007795","IG_V_gene"
"ENSMFAG00000036588","Occipital/Temporal",0.128583829162549,"TOP3B","protein_coding"
"ENSMFAG00000000642","Operculum/Insula",0.214939112819289,"PPM1F","protein_coding"
