Gene.stable.ID,Gene.name,Gene.type_ensembl,Gene.type_Fig2B
ENSMFAG00000007411,KCNS3,protein_coding,protein_coding
ENSMFAG00000002080,GEN1,protein_coding,protein_coding
ENSMFAG00000033284,SMC6,protein_coding,protein_coding
ENSMFAG00000042391,VSNL1,protein_coding,protein_coding
ENSMFAG00000002803,RAD51AP2,protein_coding,protein_coding
ENSMFAG00000030486,FAM49A,protein_coding,protein_coding
ENSMFAG00000013002,ENSMFAG00000013002,protein_coding,protein_coding
ENSMFAG00000032784,MYCN,protein_coding,protein_coding
ENSMFAG00000035939,ENSMFAG00000035939,protein_coding,protein_coding
ENSMFAG00000013376,ENSMFAG00000013376,protein_coding,protein_coding
ENSMFAG00000014381,ENSMFAG00000014381,protein_coding,protein_coding
ENSMFAG00000033987,DDX1,protein_coding,protein_coding
ENSMFAG00000003823,NBAS,protein_coding,protein_coding
ENSMFAG00000015538,ENSMFAG00000015538,protein_coding,protein_coding
ENSMFAG00000027588,LRATD1,protein_coding,protein_coding
ENSMFAG00000027659,ENSMFAG00000027659,protein_coding,protein_coding
ENSMFAG00000008241,RF00026,snRNA,smallRNA
ENSMFAG00000046227,ENSMFAG00000046227,pseudogene,pseudogene
ENSMFAG00000042686,TRIB2,protein_coding,protein_coding
ENSMFAG00000046945,ENSMFAG00000046945,lincRNA,lincRNA
ENSMFAG00000046701,ENSMFAG00000046701,lincRNA,lincRNA
ENSMFAG00000035872,LPIN1,protein_coding,protein_coding
ENSMFAG00000043071,NTSR2,protein_coding,protein_coding
ENSMFAG00000044386,GREB1,protein_coding,protein_coding
ENSMFAG00000022788,RF00001,rRNA,smallRNA
ENSMFAG00000044687,E2F6,protein_coding,protein_coding
ENSMFAG00000043366,ROCK2,protein_coding,protein_coding
ENSMFAG00000034193,PQLC3,protein_coding,protein_coding
ENSMFAG00000032471,C2orf50,protein_coding,protein_coding
ENSMFAG00000041973,KCNF1,protein_coding,protein_coding
ENSMFAG00000037618,PDIA6,protein_coding,protein_coding
ENSMFAG00000032936,ATP6V1C2,protein_coding,protein_coding
ENSMFAG00000031181,ENSMFAG00000031181,protein_coding,protein_coding
ENSMFAG00000012287,RF00066,snRNA,smallRNA
ENSMFAG00000014376,RF00017,misc_RNA,smallRNA
ENSMFAG00000041289,NOL10,protein_coding,protein_coding
ENSMFAG00000038147,ENSMFAG00000038147,protein_coding,protein_coding
ENSMFAG00000012750,RF00406,snoRNA,smallRNA
ENSMFAG00000044146,HPCAL1,protein_coding,protein_coding
ENSMFAG00000009001,RF00432,snoRNA,smallRNA
ENSMFAG00000040783,RRM2,protein_coding,protein_coding
ENSMFAG00000034252,CYS1,protein_coding,protein_coding
ENSMFAG00000039490,KLF11,protein_coding,protein_coding
ENSMFAG00000032356,GRHL1,protein_coding,protein_coding
ENSMFAG00000041401,TAF1B,protein_coding,protein_coding
ENSMFAG00000046446,ENSMFAG00000046446,lincRNA,lincRNA
ENSMFAG00000004741,YWHAQ,protein_coding,protein_coding
ENSMFAG00000039177,ADAM17,protein_coding,protein_coding
ENSMFAG00000039055,IAH1,protein_coding,protein_coding
ENSMFAG00000001339,CPSF3,protein_coding,protein_coding
ENSMFAG00000045554,ITGB1BP1,protein_coding,protein_coding
ENSMFAG00000037845,ASAP2,protein_coding,protein_coding
ENSMFAG00000003741,MBOAT2,protein_coding,protein_coding
ENSMFAG00000031830,KIDINS220,protein_coding,protein_coding
ENSMFAG00000000039,ID2,protein_coding,protein_coding
ENSMFAG00000046822,ENSMFAG00000046822,lincRNA,lincRNA
ENSMFAG00000046601,ENSMFAG00000046601,lincRNA,lincRNA
ENSMFAG00000022746,RF00619,snRNA,smallRNA
ENSMFAG00000046496,ENSMFAG00000046496,lincRNA,lincRNA
ENSMFAG00000040034,RNF144A,protein_coding,protein_coding
ENSMFAG00000033338,RSAD2,protein_coding,protein_coding
ENSMFAG00000034601,CMPK2,protein_coding,protein_coding
ENSMFAG00000047151,ENSMFAG00000047151,lincRNA,lincRNA
ENSMFAG00000020206,SOX11,protein_coding,protein_coding
ENSMFAG00000040320,ADI1,protein_coding,protein_coding
ENSMFAG00000045483,TRAPPC12,protein_coding,protein_coding
ENSMFAG00000045352,EIPR1,protein_coding,protein_coding
ENSMFAG00000042487,DCDC2C,protein_coding,protein_coding
ENSMFAG00000003843,ALLC,protein_coding,protein_coding
ENSMFAG00000000829,COLEC11,protein_coding,protein_coding
ENSMFAG00000042581,RPS7,protein_coding,protein_coding
ENSMFAG00000006005,RF00045,snoRNA,smallRNA
ENSMFAG00000000063,ENSMFAG00000000063,protein_coding,protein_coding
ENSMFAG00000009481,RF00100,misc_RNA,smallRNA
ENSMFAG00000008018,MYT1L,protein_coding,protein_coding
ENSMFAG00000039172,PXDN,protein_coding,protein_coding
ENSMFAG00000040763,TPO,protein_coding,protein_coding
ENSMFAG00000002742,SNTG2,protein_coding,protein_coding
ENSMFAG00000046745,ENSMFAG00000046745,lincRNA,lincRNA
ENSMFAG00000001789,ALKAL2,protein_coding,protein_coding
ENSMFAG00000026470,ACP1,protein_coding,protein_coding
ENSMFAG00000037552,SH3YL1,protein_coding,protein_coding
ENSMFAG00000031486,FAM110C,protein_coding,protein_coding
ENSMFAG00000046587,ENSMFAG00000046587,lincRNA,lincRNA
ENSMFAG00000034330,ENSMFAG00000034330,protein_coding,protein_coding
ENSMFAG00000034030,MRPL57,protein_coding,protein_coding
ENSMFAG00000034383,SKA3,protein_coding,protein_coding
ENSMFAG00000004917,SAP18,protein_coding,protein_coding
ENSMFAG00000030393,RF00086,snoRNA,smallRNA
ENSMFAG00000017903,RF00015,snRNA,smallRNA
ENSMFAG00000030414,XPO4,protein_coding,protein_coding
ENSMFAG00000042073,EEF1AKMT1,protein_coding,protein_coding
ENSMFAG00000042564,IFT88,protein_coding,protein_coding
ENSMFAG00000034286,CRYL1,protein_coding,protein_coding
ENSMFAG00000020286,ENSMFAG00000020286,miRNA,smallRNA
ENSMFAG00000013419,GJB6,protein_coding,protein_coding
ENSMFAG00000013561,GJB2,protein_coding,protein_coding
ENSMFAG00000033407,GJA3,protein_coding,protein_coding
ENSMFAG00000031877,ZMYM2,protein_coding,protein_coding
ENSMFAG00000032728,PSPC1,protein_coding,protein_coding
ENSMFAG00000013021,RF00017,misc_RNA,smallRNA
ENSMFAG00000037239,ENSMFAG00000037239,protein_coding,protein_coding
ENSMFAG00000033341,MPHOSPH8,protein_coding,protein_coding
ENSMFAG00000038980,ENSMFAG00000038980,protein_coding,protein_coding
ENSMFAG00000035587,ENSMFAG00000035587,protein_coding,protein_coding
ENSMFAG00000035759,ENSMFAG00000035759,protein_coding,protein_coding
ENSMFAG00000043402,ENSMFAG00000043402,protein_coding,protein_coding
ENSMFAG00000042047,ZDHHC20,protein_coding,protein_coding
ENSMFAG00000042651,MICU2,protein_coding,protein_coding
ENSMFAG00000015754,RF00026,snRNA,smallRNA
ENSMFAG00000036769,FGF9,protein_coding,protein_coding
ENSMFAG00000017628,RF00017,misc_RNA,smallRNA
ENSMFAG00000011865,RF00026,snRNA,smallRNA
ENSMFAG00000014852,RF00019,misc_RNA,smallRNA
ENSMFAG00000036886,SGCG,protein_coding,protein_coding
ENSMFAG00000003244,SACS,protein_coding,protein_coding
ENSMFAG00000008116,TNFRSF19,protein_coding,protein_coding
ENSMFAG00000002942,MIPEP,protein_coding,protein_coding
ENSMFAG00000039133,ENSMFAG00000039133,protein_coding,protein_coding
ENSMFAG00000035706,ENSMFAG00000035706,protein_coding,protein_coding
ENSMFAG00000029979,ENSMFAG00000029979,protein_coding,protein_coding
ENSMFAG00000034298,ENSMFAG00000034298,protein_coding,protein_coding
ENSMFAG00000005835,ENSMFAG00000005835,miRNA,smallRNA
ENSMFAG00000033090,ENSMFAG00000033090,protein_coding,protein_coding
ENSMFAG00000002446,ENSMFAG00000002446,protein_coding,protein_coding
ENSMFAG00000045150,ENSMFAG00000045150,protein_coding,protein_coding
ENSMFAG00000009943,ATP12A,protein_coding,protein_coding
ENSMFAG00000032388,RNF17,protein_coding,protein_coding
ENSMFAG00000036617,CENPJ,protein_coding,protein_coding
ENSMFAG00000035098,ENSMFAG00000035098,protein_coding,protein_coding
ENSMFAG00000016858,PABPC3,protein_coding,protein_coding
ENSMFAG00000017431,ENSMFAG00000017431,miRNA,smallRNA
ENSMFAG00000021323,AMER2,protein_coding,protein_coding
ENSMFAG00000032748,MTMR6,protein_coding,protein_coding
ENSMFAG00000042591,NUP58,protein_coding,protein_coding
ENSMFAG00000037099,ATP8A2,protein_coding,protein_coding
ENSMFAG00000004479,RF00026,snRNA,smallRNA
ENSMFAG00000008585,RF00017,misc_RNA,smallRNA
ENSMFAG00000002392,SHISA2,protein_coding,protein_coding
ENSMFAG00000030171,RNF6,protein_coding,protein_coding
ENSMFAG00000003010,CDK8,protein_coding,protein_coding
ENSMFAG00000006706,WASF3,protein_coding,protein_coding
ENSMFAG00000033581,GPR12,protein_coding,protein_coding
ENSMFAG00000031734,ENSMFAG00000031734,protein_coding,protein_coding
ENSMFAG00000033062,ENSMFAG00000033062,protein_coding,protein_coding
ENSMFAG00000009526,RF00443,snoRNA,smallRNA
ENSMFAG00000044628,RASL11A,protein_coding,protein_coding
ENSMFAG00000044837,GTF3A,protein_coding,protein_coding
ENSMFAG00000045045,MTIF3,protein_coding,protein_coding
ENSMFAG00000014860,RF00017,misc_RNA,smallRNA
ENSMFAG00000045245,LNX2,protein_coding,protein_coding
ENSMFAG00000045264,POLR1D,protein_coding,protein_coding
ENSMFAG00000041995,ENSMFAG00000041995,protein_coding,protein_coding
ENSMFAG00000037158,GSX1,protein_coding,protein_coding
ENSMFAG00000044854,FLT3,protein_coding,protein_coding
ENSMFAG00000025538,PAN3,protein_coding,protein_coding
ENSMFAG00000035718,FLT1,protein_coding,protein_coding
ENSMFAG00000039222,ENSMFAG00000039222,protein_coding,protein_coding
ENSMFAG00000007971,ENSMFAG00000007971,protein_coding,protein_coding
ENSMFAG00000025369,POMP,protein_coding,protein_coding
ENSMFAG00000030072,SLC46A3,protein_coding,protein_coding
ENSMFAG00000015788,RF00026,snRNA,smallRNA
ENSMFAG00000032200,MTUS2,protein_coding,protein_coding
ENSMFAG00000043457,SLC7A1,protein_coding,protein_coding
ENSMFAG00000044955,UBL3,protein_coding,protein_coding
ENSMFAG00000046939,ENSMFAG00000046939,lincRNA,lincRNA
ENSMFAG00000028069,KATNAL1,protein_coding,protein_coding
ENSMFAG00000045697,UBE2L5,protein_coding,protein_coding
ENSMFAG00000030905,HMGB1,protein_coding,protein_coding
ENSMFAG00000032370,USPL1,protein_coding,protein_coding
ENSMFAG00000032586,ALOX5AP,protein_coding,protein_coding
ENSMFAG00000035649,MEDAG,protein_coding,protein_coding
ENSMFAG00000035671,TEX26,protein_coding,protein_coding
ENSMFAG00000018638,HSPH1,protein_coding,protein_coding
ENSMFAG00000041822,B3GLCT,protein_coding,protein_coding
ENSMFAG00000003580,RXFP2,protein_coding,protein_coding
ENSMFAG00000000917,ENSMFAG00000000917,protein_coding,protein_coding
ENSMFAG00000040039,FRY,protein_coding,protein_coding
ENSMFAG00000044779,ZAR1L,protein_coding,protein_coding
ENSMFAG00000041961,BRCA2,protein_coding,protein_coding
ENSMFAG00000002717,N4BP2L1,protein_coding,protein_coding
ENSMFAG00000001865,ENSMFAG00000001865,protein_coding,protein_coding
ENSMFAG00000021848,RF00190,snoRNA,smallRNA
ENSMFAG00000007968,N4BP2L2,protein_coding,protein_coding
ENSMFAG00000037386,PDS5B,protein_coding,protein_coding
ENSMFAG00000035814,KL,protein_coding,protein_coding
ENSMFAG00000044541,STARD13,protein_coding,protein_coding
ENSMFAG00000044746,ENSMFAG00000044746,protein_coding,protein_coding
ENSMFAG00000041839,RFC3,protein_coding,protein_coding
ENSMFAG00000033753,NBEA,protein_coding,protein_coding
ENSMFAG00000007477,ENSMFAG00000007477,protein_coding,protein_coding
ENSMFAG00000040502,MAB21L1,protein_coding,protein_coding
ENSMFAG00000030114,DCLK1,protein_coding,protein_coding
ENSMFAG00000031698,ENSMFAG00000031698,protein_coding,protein_coding
ENSMFAG00000046484,ENSMFAG00000046484,lincRNA,lincRNA
ENSMFAG00000031914,ENSMFAG00000031914,protein_coding,protein_coding
ENSMFAG00000032877,CCDC169,protein_coding,protein_coding
ENSMFAG00000033182,SPART,protein_coding,protein_coding
ENSMFAG00000035978,CCNA1,protein_coding,protein_coding
ENSMFAG00000023721,RF00100,misc_RNA,smallRNA
ENSMFAG00000040245,SERTM1,protein_coding,protein_coding
ENSMFAG00000043454,RFXAP,protein_coding,protein_coding
ENSMFAG00000045013,SMAD9,protein_coding,protein_coding
ENSMFAG00000019220,ALG5,protein_coding,protein_coding
ENSMFAG00000027794,EXOSC8,protein_coding,protein_coding
ENSMFAG00000031911,SUPT20H,protein_coding,protein_coding
ENSMFAG00000042690,ENSMFAG00000042690,protein_coding,protein_coding
ENSMFAG00000045597,POSTN,protein_coding,protein_coding
ENSMFAG00000032156,TRPC4,protein_coding,protein_coding
ENSMFAG00000010994,RF00001,rRNA,smallRNA
ENSMFAG00000004000,UFM1,protein_coding,protein_coding
ENSMFAG00000002405,ENSMFAG00000002405,protein_coding,protein_coding
ENSMFAG00000023704,ENSMFAG00000023704,protein_coding,protein_coding
ENSMFAG00000002618,FREM2,protein_coding,protein_coding
ENSMFAG00000003151,PROSER1,protein_coding,protein_coding
ENSMFAG00000001573,NHLRC3,protein_coding,protein_coding
ENSMFAG00000039258,LHFPL6,protein_coding,protein_coding
ENSMFAG00000030834,COG6,protein_coding,protein_coding
ENSMFAG00000011935,RF00108,snoRNA,smallRNA
ENSMFAG00000044565,FOXO1,protein_coding,protein_coding
ENSMFAG00000003025,ENSMFAG00000003025,pseudogene,pseudogene
ENSMFAG00000003515,MRPS31,protein_coding,protein_coding
ENSMFAG00000009709,ENSMFAG00000009709,miRNA,smallRNA
ENSMFAG00000044042,SLC25A15,protein_coding,protein_coding
ENSMFAG00000011674,ENSMFAG00000011674,miRNA,smallRNA
ENSMFAG00000040587,ELF1,protein_coding,protein_coding
ENSMFAG00000034268,WBP4,protein_coding,protein_coding
ENSMFAG00000002271,KBTBD6,protein_coding,protein_coding
ENSMFAG00000027324,KBTBD7,protein_coding,protein_coding
ENSMFAG00000037972,MTRF1,protein_coding,protein_coding
ENSMFAG00000043606,NAA16,protein_coding,protein_coding
ENSMFAG00000043030,RGCC,protein_coding,protein_coding
ENSMFAG00000036408,VWA8,protein_coding,protein_coding
ENSMFAG00000014562,ENSMFAG00000014562,miRNA,smallRNA
ENSMFAG00000038026,DGKH,protein_coding,protein_coding
ENSMFAG00000043756,ENSMFAG00000043756,protein_coding,protein_coding
ENSMFAG00000003034,AKAP11,protein_coding,protein_coding
ENSMFAG00000032559,TNFSF11,protein_coding,protein_coding
ENSMFAG00000045377,FAM216B,protein_coding,protein_coding
ENSMFAG00000040540,EPSTI1,protein_coding,protein_coding
ENSMFAG00000011195,DNAJC15,protein_coding,protein_coding
ENSMFAG00000025611,ENOX1,protein_coding,protein_coding
ENSMFAG00000032197,CCDC122,protein_coding,protein_coding
ENSMFAG00000032425,ENSMFAG00000032425,protein_coding,protein_coding
ENSMFAG00000032449,SMIM2,protein_coding,protein_coding
ENSMFAG00000032491,SERP2,protein_coding,protein_coding
ENSMFAG00000003381,TSC22D1,protein_coding,protein_coding
ENSMFAG00000011725,RF00019,misc_RNA,smallRNA
ENSMFAG00000046830,ENSMFAG00000046830,lincRNA,lincRNA
ENSMFAG00000040919,ENSMFAG00000040919,protein_coding,protein_coding
ENSMFAG00000033059,NUFIP1,protein_coding,protein_coding
ENSMFAG00000033152,GPALPP1,protein_coding,protein_coding
ENSMFAG00000013791,RF00017,misc_RNA,smallRNA
ENSMFAG00000009012,RF00100,misc_RNA,smallRNA
ENSMFAG00000015620,GTF2F2,protein_coding,protein_coding
ENSMFAG00000019456,RF00100,misc_RNA,smallRNA
ENSMFAG00000038976,KCTD4,protein_coding,protein_coding
ENSMFAG00000031958,TPT1,protein_coding,protein_coding
ENSMFAG00000005726,RF00322,snoRNA,smallRNA
ENSMFAG00000005768,RF00322,snoRNA,smallRNA
ENSMFAG00000035809,SLC25A30,protein_coding,protein_coding
ENSMFAG00000033101,COG3,protein_coding,protein_coding
ENSMFAG00000044485,ERICH6B,protein_coding,protein_coding
ENSMFAG00000032920,ENSMFAG00000032920,protein_coding,protein_coding
ENSMFAG00000000091,SIAH3,protein_coding,protein_coding
ENSMFAG00000004060,ZC3H13,protein_coding,protein_coding
ENSMFAG00000036326,LCP1,protein_coding,protein_coding
ENSMFAG00000023798,RF00017,misc_RNA,smallRNA
ENSMFAG00000033245,LRRC63,protein_coding,protein_coding
ENSMFAG00000010007,RF00100,misc_RNA,smallRNA
ENSMFAG00000037947,ENSMFAG00000037947,protein_coding,protein_coding
ENSMFAG00000030648,RUBCNL,protein_coding,protein_coding
ENSMFAG00000009631,RF00004,snRNA,smallRNA
ENSMFAG00000032767,LRCH1,protein_coding,protein_coding
ENSMFAG00000035557,ENSMFAG00000035557,protein_coding,protein_coding
ENSMFAG00000004073,HTR2A,protein_coding,protein_coding
ENSMFAG00000013105,RF00017,misc_RNA,smallRNA
ENSMFAG00000043471,SUCLA2,protein_coding,protein_coding
ENSMFAG00000042118,ENSMFAG00000042118,protein_coding,protein_coding
ENSMFAG00000036744,MED4,protein_coding,protein_coding
ENSMFAG00000036817,ITM2B,protein_coding,protein_coding
ENSMFAG00000004544,RB1,protein_coding,protein_coding
ENSMFAG00000005980,ENSMFAG00000005980,protein_coding,protein_coding
ENSMFAG00000045699,LPAR6,protein_coding,protein_coding
ENSMFAG00000042366,RCBTB2,protein_coding,protein_coding
ENSMFAG00000038977,ENSMFAG00000038977,protein_coding,protein_coding
ENSMFAG00000026328,CYSLTR2,protein_coding,protein_coding
ENSMFAG00000032790,FNDC3A,protein_coding,protein_coding
ENSMFAG00000014855,RF00026,snRNA,smallRNA
ENSMFAG00000008571,RF00019,misc_RNA,smallRNA
ENSMFAG00000033530,ENSMFAG00000033530,protein_coding,protein_coding
ENSMFAG00000028078,MLNR,protein_coding,protein_coding
ENSMFAG00000032976,CDADC1,protein_coding,protein_coding
ENSMFAG00000031142,CAB39L,protein_coding,protein_coding
ENSMFAG00000042020,ENSMFAG00000042020,protein_coding,protein_coding
ENSMFAG00000024314,RF00026,snRNA,smallRNA
ENSMFAG00000032631,SETDB2,protein_coding,protein_coding
ENSMFAG00000044828,PHF11,protein_coding,protein_coding
ENSMFAG00000045129,RCBTB1,protein_coding,protein_coding
ENSMFAG00000042629,EBPL,protein_coding,protein_coding
ENSMFAG00000043025,KPNA3,protein_coding,protein_coding
ENSMFAG00000046856,ENSMFAG00000046856,lincRNA,lincRNA
ENSMFAG00000045220,ENSMFAG00000045220,protein_coding,protein_coding
ENSMFAG00000014778,RF00019,misc_RNA,smallRNA
ENSMFAG00000041859,SPRYD7,protein_coding,protein_coding
ENSMFAG00000042055,TRIM13,protein_coding,protein_coding
ENSMFAG00000042387,KCNRG,protein_coding,protein_coding
ENSMFAG00000018495,RF02105,misc_RNA,smallRNA
ENSMFAG00000010595,MIR15A,miRNA,smallRNA
ENSMFAG00000019304,RF02109,misc_RNA,smallRNA
ENSMFAG00000028756,RF02110,misc_RNA,smallRNA
ENSMFAG00000020353,RF02103,misc_RNA,smallRNA
ENSMFAG00000003104,ENSMFAG00000003104,protein_coding,protein_coding
ENSMFAG00000020168,RF02104,misc_RNA,smallRNA
ENSMFAG00000003519,DLEU7,protein_coding,protein_coding
ENSMFAG00000038464,ENSMFAG00000038464,protein_coding,protein_coding
ENSMFAG00000047056,ENSMFAG00000047056,lincRNA,lincRNA
ENSMFAG00000018059,C13orf42,protein_coding,protein_coding
ENSMFAG00000030099,FAM124A,protein_coding,protein_coding
ENSMFAG00000030949,SERPINE3,protein_coding,protein_coding
ENSMFAG00000005895,ENSMFAG00000005895,miRNA,smallRNA
ENSMFAG00000002101,INTS6,protein_coding,protein_coding
ENSMFAG00000009581,RF00017,misc_RNA,smallRNA
ENSMFAG00000007277,ENSMFAG00000007277,miRNA,smallRNA
ENSMFAG00000042459,WDFY2,protein_coding,protein_coding
ENSMFAG00000042496,ENSMFAG00000042496,protein_coding,protein_coding
ENSMFAG00000001189,DHRS12,protein_coding,protein_coding
ENSMFAG00000019768,ENSMFAG00000019768,protein_coding,protein_coding
ENSMFAG00000030071,ENSMFAG00000030071,protein_coding,protein_coding
ENSMFAG00000001355,ATP7B,protein_coding,protein_coding
ENSMFAG00000033204,ALG11,protein_coding,protein_coding
ENSMFAG00000033334,ENSMFAG00000033334,protein_coding,protein_coding
ENSMFAG00000033386,NEK5,protein_coding,protein_coding
ENSMFAG00000045700,ENSMFAG00000045700,protein_coding,protein_coding
ENSMFAG00000035919,NEK3,protein_coding,protein_coding
ENSMFAG00000038231,ENSMFAG00000038231,protein_coding,protein_coding
ENSMFAG00000042000,THSD1,protein_coding,protein_coding
ENSMFAG00000042233,VPS36,protein_coding,protein_coding
ENSMFAG00000036763,CKAP2,protein_coding,protein_coding
ENSMFAG00000003333,ENSMFAG00000003333,protein_coding,protein_coding
ENSMFAG00000007043,ENSMFAG00000007043,protein_coding,protein_coding
ENSMFAG00000035801,SUGT1,protein_coding,protein_coding
ENSMFAG00000043190,CNMD,protein_coding,protein_coding
ENSMFAG00000012398,MIR759,miRNA,smallRNA
ENSMFAG00000002072,PCDH8,protein_coding,protein_coding
ENSMFAG00000045777,OLFM4,protein_coding,protein_coding
ENSMFAG00000027293,ENSMFAG00000027293,protein_coding,protein_coding
ENSMFAG00000021850,RF00017,misc_RNA,smallRNA
ENSMFAG00000032318,ENSMFAG00000032318,protein_coding,protein_coding
ENSMFAG00000044703,PCDH17,protein_coding,protein_coding
ENSMFAG00000039705,ENSMFAG00000039705,protein_coding,protein_coding
ENSMFAG00000045809,DIAPH3,protein_coding,protein_coding
ENSMFAG00000007606,TDRD3,protein_coding,protein_coding
ENSMFAG00000010199,ENSMFAG00000010199,miRNA,smallRNA
ENSMFAG00000001794,ENSMFAG00000001794,protein_coding,protein_coding
ENSMFAG00000008788,ENSMFAG00000008788,protein_coding,protein_coding
ENSMFAG00000042951,PCDH9,protein_coding,protein_coding
ENSMFAG00000045236,KLHL1,protein_coding,protein_coding
ENSMFAG00000030942,ENSMFAG00000030942,protein_coding,protein_coding
ENSMFAG00000032114,DACH1,protein_coding,protein_coding
ENSMFAG00000044898,MZT1,protein_coding,protein_coding
ENSMFAG00000045514,BORA,protein_coding,protein_coding
ENSMFAG00000027055,DIS3,protein_coding,protein_coding
ENSMFAG00000039458,PIBF1,protein_coding,protein_coding
ENSMFAG00000018471,ENSMFAG00000018471,protein_coding,protein_coding
ENSMFAG00000001720,KLF5,protein_coding,protein_coding
ENSMFAG00000002684,KLF12,protein_coding,protein_coding
ENSMFAG00000007901,RF00019,misc_RNA,smallRNA
ENSMFAG00000047072,ENSMFAG00000047072,lincRNA,lincRNA
ENSMFAG00000011703,ENSMFAG00000011703,protein_coding,protein_coding
ENSMFAG00000045534,TBC1D4,protein_coding,protein_coding
ENSMFAG00000029945,ENSMFAG00000029945,protein_coding,protein_coding
ENSMFAG00000045742,ENSMFAG00000045742,protein_coding,protein_coding
ENSMFAG00000002583,UCHL3,protein_coding,protein_coding
ENSMFAG00000035717,ENSMFAG00000035717,protein_coding,protein_coding
ENSMFAG00000008703,LMO7,protein_coding,protein_coding
ENSMFAG00000020207,RF00017,misc_RNA,smallRNA
ENSMFAG00000046548,ENSMFAG00000046548,lincRNA,lincRNA
ENSMFAG00000046447,ENSMFAG00000046447,lincRNA,lincRNA
ENSMFAG00000033579,ENSMFAG00000033579,protein_coding,protein_coding
ENSMFAG00000043220,ENSMFAG00000043220,pseudogene,pseudogene
ENSMFAG00000043445,ACOD1,protein_coding,protein_coding
ENSMFAG00000043720,ENSMFAG00000043720,protein_coding,protein_coding
ENSMFAG00000044623,ENSMFAG00000044623,protein_coding,protein_coding
ENSMFAG00000044754,FBXL3,protein_coding,protein_coding
ENSMFAG00000031053,MYCBP2,protein_coding,protein_coding
ENSMFAG00000041856,ENSMFAG00000041856,pseudogene,pseudogene
ENSMFAG00000011600,ENSMFAG00000011600,protein_coding,protein_coding
ENSMFAG00000030524,SCEL,protein_coding,protein_coding
ENSMFAG00000002894,SLAIN1,protein_coding,protein_coding
ENSMFAG00000001921,EDNRB,protein_coding,protein_coding
ENSMFAG00000034310,RNF219,protein_coding,protein_coding
ENSMFAG00000028725,ENSMFAG00000028725,protein_coding,protein_coding
ENSMFAG00000027988,ENSMFAG00000027988,protein_coding,protein_coding
ENSMFAG00000044633,RBM26,protein_coding,protein_coding
ENSMFAG00000004650,RF00001,rRNA,smallRNA
ENSMFAG00000003559,NDFIP2,protein_coding,protein_coding
ENSMFAG00000038994,SPRY2,protein_coding,protein_coding
ENSMFAG00000002765,ENSMFAG00000002765,protein_coding,protein_coding
ENSMFAG00000047156,ENSMFAG00000047156,lincRNA,lincRNA
ENSMFAG00000046947,ENSMFAG00000046947,lincRNA,lincRNA
ENSMFAG00000004349,ENSMFAG00000004349,protein_coding,protein_coding
ENSMFAG00000000028,SLITRK1,protein_coding,protein_coding
ENSMFAG00000004766,RF00026,snRNA,smallRNA
ENSMFAG00000033550,RF00026,snRNA,smallRNA
ENSMFAG00000040915,SLITRK6,protein_coding,protein_coding
ENSMFAG00000030509,ENSMFAG00000030509,protein_coding,protein_coding
ENSMFAG00000034029,ENSMFAG00000034029,protein_coding,protein_coding
ENSMFAG00000040496,SLITRK5,protein_coding,protein_coding
ENSMFAG00000032951,ENSMFAG00000032951,protein_coding,protein_coding
ENSMFAG00000008551,MIR17,miRNA,smallRNA
ENSMFAG00000018397,MIR18A,miRNA,smallRNA
ENSMFAG00000007696,MIR19A,miRNA,smallRNA
ENSMFAG00000035829,GPC5,protein_coding,protein_coding
ENSMFAG00000009111,RF00019,misc_RNA,smallRNA
ENSMFAG00000013708,RF00618,snRNA,smallRNA
ENSMFAG00000044647,GPC6,protein_coding,protein_coding
ENSMFAG00000008695,ENSMFAG00000008695,miRNA,smallRNA
ENSMFAG00000044784,DCT,protein_coding,protein_coding
ENSMFAG00000003252,TGDS,protein_coding,protein_coding
ENSMFAG00000043992,GPR180,protein_coding,protein_coding
ENSMFAG00000011016,ENSMFAG00000011016,protein_coding,protein_coding
ENSMFAG00000044720,SOX21,protein_coding,protein_coding
ENSMFAG00000042513,ABCC4,protein_coding,protein_coding
ENSMFAG00000018513,CLDN10,protein_coding,protein_coding
ENSMFAG00000019530,ENSMFAG00000019530,miRNA,smallRNA
ENSMFAG00000030556,DZIP1,protein_coding,protein_coding
ENSMFAG00000034424,DNAJC3,protein_coding,protein_coding
ENSMFAG00000043763,UGGT2,protein_coding,protein_coding
ENSMFAG00000011458,RF00100,misc_RNA,smallRNA
ENSMFAG00000000214,HS6ST3,protein_coding,protein_coding
ENSMFAG00000001211,ENSMFAG00000001211,protein_coding,protein_coding
ENSMFAG00000019629,RF00017,misc_RNA,smallRNA
ENSMFAG00000022333,ENSMFAG00000022333,protein_coding,protein_coding
ENSMFAG00000022364,OXGR1,protein_coding,protein_coding
ENSMFAG00000022402,ENSMFAG00000022402,protein_coding,protein_coding
ENSMFAG00000041491,MBNL2,protein_coding,protein_coding
ENSMFAG00000023321,RF00001,rRNA,smallRNA
ENSMFAG00000036715,RAP2A,protein_coding,protein_coding
ENSMFAG00000002597,IPO5,protein_coding,protein_coding
ENSMFAG00000040631,FARP1,protein_coding,protein_coding
ENSMFAG00000012635,RF00100,misc_RNA,smallRNA
ENSMFAG00000030398,ENSMFAG00000030398,protein_coding,protein_coding
ENSMFAG00000001501,STK24,protein_coding,protein_coding
